starname,program,ra,dec,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_inter,tau_intra
Star0349,Program6,76.4821375013006,56.76044766288382,300,1,1,1,1,1,0
Star0350,Program6,97.28737668515618,-24.355677267635826,300,1,1,1,1,1,0
Star0351,Program6,32.11826348638971,11.570373248001573,300,1,1,1,1,1,0
Star0352,Program6,68.8524691600719,19.848748303986426,300,1,1,1,1,1,0
Star0353,Program6,82.65622739568755,-14.372582496792532,300,1,1,1,1,1,0
Star0354,Program6,79.17236109550976,-4.332102961121052,300,1,1,1,1,1,0
Star0355,Program6,274.01090496475763,-0.6047092857524916,300,1,1,1,1,1,0
Star0356,Program6,50.32863927804328,62.4587090467638,300,1,1,1,1,1,0
Star0357,Program6,323.4556693754686,11.86879497815525,300,1,1,1,1,1,0
Star0358,Program6,25.50112504919059,-7.494948556869488,300,1,1,1,1,1,0
Star0359,Program6,41.57251327471181,42.732737738003294,300,1,1,1,1,1,0
Star0360,Program6,87.0391707310223,-24.085229446370107,300,1,1,1,1,1,0
Star0361,Program6,352.44951415610655,33.4815780448001,300,1,1,1,1,1,0
Star0362,Program6,98.14445986766236,17.19437860942824,300,1,1,1,1,1,0
Star0363,Program6,28.558030705568683,-19.76450708415598,300,1,1,1,1,1,0
Star0364,Program6,304.5370131696851,-16.594982681390746,300,1,1,1,1,1,0
Star0365,Program6,38.35074580730327,-14.212193621868437,300,1,1,1,1,1,0
Star0366,Program6,351.9876080493161,-27.468644392161316,300,1,1,1,1,1,0
Star0367,Program6,95.11788408264897,23.354769438666636,300,1,1,1,1,1,0
Star0368,Program6,101.83558841926833,47.19640710764773,300,1,1,1,1,1,0
Star0369,Program6,333.81378115805626,-24.16219010287726,300,1,1,1,1,1,0
Star0370,Program6,32.029967493736024,40.37223797796247,300,1,1,1,1,1,0
Star0371,Program6,326.571164757405,-2.0502645699543933,300,1,1,1,1,1,0
Star0372,Program6,119.92412134640944,37.23078419672636,300,1,1,1,1,1,0
Star0373,Program6,18.928057997902215,25.313974258443437,300,1,1,1,1,1,0
Star0374,Program6,109.91469342063317,32.79274863512147,300,1,1,1,1,1,0
Star0375,Program6,299.82812583526857,-22.03562485817531,300,1,1,1,1,1,0
Star0376,Program6,74.53570462704158,3.499432855955419,300,1,1,1,1,1,0
Star0377,Program6,334.5777164102766,42.97664599530066,300,1,1,1,1,1,0
Star0378,Program6,30.5373115829575,39.55027828666695,300,1,1,1,1,1,0
Star0379,Program6,285.87539355791256,28.183019660324277,300,1,1,1,1,1,0
Star0380,Program6,333.776702763361,12.763983681957868,300,1,1,1,1,1,0
Star0381,Program6,94.15960128027479,-8.85511034765726,300,1,1,1,1,1,0
Star0382,Program6,48.76991882142818,4.390104873114609,300,1,1,1,1,1,0
Star0383,Program6,295.57729954547835,-28.67914502522347,300,1,1,1,1,1,0
Star0384,Program6,312.49240728642053,-8.842558017410838,300,1,1,1,1,1,0
Star0385,Program6,343.6900416263587,-29.45080162461042,300,1,1,1,1,1,0
Star0386,Program6,74.43449845005227,23.007462964831035,300,1,1,1,1,1,0
Star0387,Program6,24.226612998457483,27.611230818549345,300,1,1,1,1,1,0
Star0388,Program6,306.7867321873628,-18.4115392926158,300,1,1,1,1,1,0
Star0389,Program6,0.9122275832428954,17.870133198369444,300,1,1,1,1,1,0
Star0390,Program6,30.051503334990798,9.369811350112798,300,1,1,1,1,1,0
Star0391,Program6,89.45041124483419,-3.3186939877646466,300,1,1,1,1,1,0
Star0392,Program6,342.801420192374,45.50197543684624,300,1,1,1,1,1,0
Star0393,Program6,345.949579958059,-28.086682476278476,300,1,1,1,1,1,0
Star0394,Program6,309.114764463601,28.44763552260663,300,1,1,1,1,1,0
Star0395,Program6,55.193271116137055,31.64497729281932,300,1,1,1,1,1,0
Star0396,Program6,71.21924750713492,-5.010682049236721,300,1,1,1,1,1,0
Star0397,Program6,100.08075964925615,-29.289380521597636,300,1,1,1,1,1,0
Star0398,Program6,59.06578175835466,0.47079913367106485,300,1,1,1,1,1,0
Star0399,Program6,76.29991693615955,29.69744785550047,300,1,1,1,1,1,0
Star0400,Program6,115.80900600336844,72.43544283428747,300,1,1,1,1,1,0
Star0401,Program6,23.1400529026036,60.872638841074945,300,1,1,1,1,1,0
Star0402,Program6,44.708503563828344,-9.965133300496191,300,1,1,1,1,1,0
Star0403,Program6,91.03862129197859,18.522998158228503,300,1,1,1,1,1,0
Star0404,Program6,94.22660068246876,-19.539783291970906,300,1,1,1,1,1,0
Star0405,Program6,95.3719774321072,46.1599228741654,300,1,1,1,1,1,0
Star0406,Program6,322.65625212414943,-0.6068069980543811,300,1,1,1,1,1,0
Star0407,Program6,334.39988605423383,14.810949446830364,300,1,1,1,1,1,0
Star0408,Program6,0.42945548925712274,41.189002335850205,300,1,1,1,1,1,0
Star0409,Program6,64.15102870520468,32.45858670427478,300,1,1,1,1,1,0
Star0410,Program6,341.2764272442704,-12.4416560406722,300,1,1,1,1,1,0
Star0411,Program6,73.99596196533957,13.961436828572985,300,1,1,1,1,1,0
Star0412,Program6,12.484423403654716,-11.43171398548779,300,1,1,1,1,1,0
Star0413,Program6,47.06057615271351,-20.90508655531842,300,1,1,1,1,1,0
Star0414,Program6,27.124567609985718,6.9384086211659906,300,1,1,1,1,1,0
Star0415,Program6,271.3376977221957,-16.10371458726094,300,1,1,1,1,1,0
Star0416,Program6,114.72043183743682,10.47783443706868,300,1,1,1,1,1,0
Star0417,Program6,270.54310600075826,1.7145801935525355,300,1,1,1,1,1,0
Star0418,Program6,99.00382584059446,-11.402349768564918,300,1,1,1,1,1,0
Star0419,Program6,319.1794807851885,29.851763614401307,300,1,1,1,1,1,0
Star0420,Program6,93.31526941184973,36.88088019608411,300,1,1,1,1,1,0
Star0421,Program6,346.1349766085293,32.34998359145,300,1,1,1,1,1,0
Star0422,Program6,312.31891905088224,19.6327092773805,300,1,1,1,1,1,0
Star0423,Program6,48.86347298692823,-10.508115129551001,300,1,1,1,1,1,0
Star0424,Program6,292.25649541048665,-23.739489620443294,300,1,1,1,1,1,0
Star0425,Program6,318.0276851177209,-8.121720575582515,300,1,1,1,1,1,0
Star0426,Program6,337.4822190260028,40.21676044950172,300,1,1,1,1,1,0
Star0427,Program6,283.33140870278703,-8.655623641521402,300,1,1,1,1,1,0
Star0428,Program6,295.8032998042571,-0.5828303637097889,300,1,1,1,1,1,0
Star0429,Program6,273.7108770470587,-7.564259420566373,300,1,1,1,1,1,0
Star0430,Program6,39.511639946046614,-21.482751757273974,300,1,1,1,1,1,0
Star0431,Program6,0.244875746209118,-21.75804895090394,300,1,1,1,1,1,0
Star0432,Program6,70.76289616420456,-6.817191659207609,300,1,1,1,1,1,0
Star0433,Program6,339.47749822887,-3.4363408739958885,300,1,1,1,1,1,0
Star0434,Program6,322.8012382666994,-25.6723532120577,300,1,1,1,1,1,0
Star0435,Program6,97.57325194294094,54.778050905402864,300,1,1,1,1,1,0
Star0436,Program6,350.32181979651614,33.424869611945965,300,1,1,1,1,1,0
Star0437,Program6,283.13370190896956,-29.155694306936113,300,1,1,1,1,1,0
Star0438,Program6,2.9488775879215154,-14.240154078112283,300,1,1,1,1,1,0
Star0439,Program6,33.619050837507245,-15.854399962017482,300,1,1,1,1,1,0
Star0440,Program6,65.85795494856444,-0.8627268498971574,300,1,1,1,1,1,0
Star0441,Program6,285.1983527714375,-19.852244848282837,300,1,1,1,1,1,0
Star0442,Program6,347.0313938069186,58.02494578638991,300,1,1,1,1,1,0
Star0443,Program6,312.0390485927493,-21.975051255971636,300,1,1,1,1,1,0
Star0444,Program6,71.12048144612493,-11.662987377138208,300,1,1,1,1,1,0
Star0445,Program6,347.7209754990347,-28.805306963675946,300,1,1,1,1,1,0
Star0446,Program6,51.49452848508855,33.096427706201325,300,1,1,1,1,1,0
Star0447,Program6,12.54122480160072,35.29480882846562,300,1,1,1,1,1,0
Star0448,Program6,96.46684004419717,17.846893003748377,300,1,1,1,1,1,0
Star0449,Program6,284.85428570190743,56.386450416558404,300,1,1,1,1,1,0
Star0450,Program6,38.37225881790732,-18.713953647961105,300,1,1,1,1,1,0
Star0451,Program6,287.2924106552585,45.05520376024978,300,1,1,1,1,1,0
Star0452,Program6,29.255291420995604,-14.04679982795625,300,1,1,1,1,1,0
Star0453,Program6,344.2042509415081,38.17592652430264,300,1,1,1,1,1,0
Star0454,Program6,53.864487715417226,-13.63081538650961,300,1,1,1,1,1,0
Star0455,Program6,81.89240748093334,-0.8668950934961117,300,1,1,1,1,1,0
Star0456,Program6,102.57989458461373,39.96242440939292,300,1,1,1,1,1,0
Star0457,Program6,295.5479383679024,58.17187400834359,300,1,1,1,1,1,0
Star0458,Program6,116.76667513648522,-1.3537249546768066,300,1,1,1,1,1,0
Star0459,Program6,119.8570963621828,-24.160034299125428,300,1,1,1,1,1,0
Star0460,Program6,310.19485005957654,7.343829644704385,300,1,1,1,1,1,0
Star0461,Program6,37.39737158538816,8.84880699441237,300,1,1,1,1,1,0
Star0462,Program6,341.09742147008825,-6.8519059408695995,300,1,1,1,1,1,0
Star0463,Program6,323.41982396139866,25.389031574046797,300,1,1,1,1,1,0
Star0464,Program6,280.4522793272922,44.208702175682305,300,1,1,1,1,1,0
Star0465,Program6,272.3911045358206,2.779758354776888,300,1,1,1,1,1,0
Star0466,Program6,58.62293071780789,-20.868073672665503,300,1,1,1,1,1,0
Star0467,Program6,59.306248493502494,45.0488640998488,300,1,1,1,1,1,0
Star0468,Program6,64.85952906802049,52.10800127969611,300,1,1,1,1,1,0
Star0469,Program6,328.5956355324232,1.3693101694844785,300,1,1,1,1,1,0
Star0470,Program6,9.374033478037347,9.457460961879391,300,1,1,1,1,1,0
Star0471,Program6,93.07551207646776,24.4126667908168,300,1,1,1,1,1,0
Star0472,Program6,329.3486857020842,39.62588669722558,300,1,1,1,1,1,0
Star0473,Program6,41.524540720902564,-16.83694409311525,300,1,1,1,1,1,0
Star0474,Program6,319.14325469630546,42.33223622011619,300,1,1,1,1,1,0
Star0475,Program6,37.41844249289471,7.640662867651258,300,1,1,1,1,1,0
Star0476,Program6,354.50542319015716,5.905638082766359,300,1,1,1,1,1,0
Star0477,Program6,117.44473816272921,-18.3744979818712,300,1,1,1,1,1,0
Star0478,Program6,342.66909671886856,16.447436245285417,300,1,1,1,1,1,0
Star0479,Program6,113.19394893843594,41.82941138377288,300,1,1,1,1,1,0
Star0480,Program6,345.90611629330624,50.5750094533789,300,1,1,1,1,1,0
Star0481,Program6,61.17578158249489,5.983364901595891,300,1,1,1,1,1,0
Star0482,Program6,335.71850518827,39.09628389440428,300,1,1,1,1,1,0
Star0483,Program6,75.58860911802321,15.675698973751366,300,1,1,1,1,1,0
Star0484,Program6,344.43274668740315,33.30802840425166,300,1,1,1,1,1,0
Star0485,Program6,47.19499220354248,11.790905849621439,300,1,1,1,1,1,0
Star0486,Program6,63.06620487720858,37.98850540179333,300,1,1,1,1,1,0
Star0487,Program6,69.9994521323656,32.473087549537084,300,1,1,1,1,1,0
Star0488,Program6,42.65963430484669,-29.799357132509165,300,1,1,1,1,1,0
Star0489,Program6,317.552978022562,60.54412685590199,300,1,1,1,1,1,0
Star0490,Program6,8.574274263721293,62.188460645185415,300,1,1,1,1,1,0
Star0491,Program6,88.29034480284531,32.962116373410794,300,1,1,1,1,1,0
Star0492,Program6,76.04363630946062,15.843870424655137,300,1,1,1,1,1,0
Star0493,Program6,114.15447679824655,47.79570838307606,300,1,1,1,1,1,0
Star0494,Program6,301.98939902148703,0.03610604717609078,300,1,1,1,1,1,0
Star0495,Program6,329.3211746219637,3.9187086773150526,300,1,1,1,1,1,0
Star0496,Program6,0.10740800406028939,58.006347317356386,300,1,1,1,1,1,0
Star0497,Program6,276.46174459553873,59.33657978475091,300,1,1,1,1,1,0
Star0498,Program6,22.78906824183349,28.778516045470383,300,1,1,1,1,1,0
Star0499,Program6,359.7015105900069,53.555345232829154,300,1,1,1,1,1,0
Star0500,Program6,48.34769400355094,27.010464049954706,300,1,1,1,1,1,0
Star0501,Program6,325.5840244277356,29.295900360270693,300,1,1,1,1,1,0
Star0502,Program6,118.08256399302252,44.490799475452235,300,1,1,1,1,1,0
Star0503,Program6,98.00723137669121,-20.78136620123844,300,1,1,1,1,1,0
Star0504,Program6,331.045500125563,-10.851923429292782,300,1,1,1,1,1,0
Star0505,Program6,0.6900185249996866,38.13508467047788,300,1,1,1,1,1,0
Star0506,Program6,355.47165190159916,-18.23137253587346,300,1,1,1,1,1,0
Star0507,Program6,334.03506920556305,51.87106943338955,300,1,1,1,1,1,0
Star0508,Program6,322.08506358266743,24.184657777967487,300,1,1,1,1,1,0
Star0509,Program6,3.320514252195835,-10.10628858264036,300,1,1,1,1,1,0
Star0510,Program6,61.96154587319546,-9.749613757717214,300,1,1,1,1,1,0
Star0511,Program6,273.5287339499273,52.501016555293404,300,1,1,1,1,1,0
Star0512,Program6,14.922260772307709,51.817585174918236,300,1,1,1,1,1,0
Star0513,Program6,292.70102670811025,36.3242556574444,300,1,1,1,1,1,0
Star0514,Program6,88.20452474828659,-25.278477347781347,300,1,1,1,1,1,0
Star0515,Program6,293.7492300200527,6.658109797448603,300,1,1,1,1,1,0
Star0516,Program6,26.91422561695208,26.667663394727313,300,1,1,1,1,1,0
Star0517,Program6,293.448940186035,35.6126729253172,300,1,1,1,1,1,0
Star0518,Program6,344.6679770327821,39.17824650371014,300,1,1,1,1,1,0
Star0519,Program6,336.03718770920017,-1.8691583628800714,300,1,1,1,1,1,0
Star0520,Program6,59.50761483392603,-10.908059851535413,300,1,1,1,1,1,0
Star0521,Program6,15.208607812684363,3.2902752242022473,300,1,1,1,1,1,0
Star0522,Program6,270.5214785525818,65.28540835439466,300,1,1,1,1,1,0
Star0523,Program6,99.04158610779893,-27.9005224356277,300,1,1,1,1,1,0
Star0524,Program6,336.7579161246489,10.009252811745327,300,1,1,1,1,1,0
Star0525,Program6,93.18149474467577,1.5232660776867846,300,1,1,1,1,1,0
Star0526,Program6,50.157089015704344,1.1626326567115797,300,1,1,1,1,1,0
Star0527,Program6,109.93946978043596,7.008365887556494,300,1,1,1,1,1,0
Star0528,Program6,341.24905207681337,29.85677496309006,300,1,1,1,1,1,0
Star0529,Program6,88.89358660583127,-19.889173225684573,300,1,1,1,1,1,0
Star0530,Program6,36.34456478606626,-25.219899201815053,300,1,1,1,1,1,0
Star0531,Program6,115.65094135261182,-4.101585236765274,300,1,1,1,1,1,0
Star0532,Program6,88.39639814382497,-8.344128773482538,300,1,1,1,1,1,0
Star0533,Program6,347.31562727358084,16.721316701153086,300,1,1,1,1,1,0
Star0534,Program6,326.21421478444466,-2.7835660271377805,300,1,1,1,1,1,0
Star0535,Program6,97.96671883688964,2.6724741584497878,300,1,1,1,1,1,0
Star0536,Program6,272.0922264213876,29.842718440243758,300,1,1,1,1,1,0
Star0537,Program6,291.35924674748105,-19.406596607961944,300,1,1,1,1,1,0
Star0538,Program6,329.503639112401,37.83092054177867,300,1,1,1,1,1,0
Star0539,Program6,113.70731233704419,71.60437617524266,300,1,1,1,1,1,0
Star0540,Program6,276.32787500025853,1.8036004355575415,300,1,1,1,1,1,0
Star0541,Program6,24.969410841876652,7.452887295200682,300,1,1,1,1,1,0
Star0542,Program6,328.4682651280804,-26.14265399597174,300,1,1,1,1,1,0
Star0543,Program6,52.18884553195221,26.309925391344663,300,1,1,1,1,1,0
Star0544,Program6,110.90807087389851,18.19735564760215,300,1,1,1,1,1,0
Star0545,Program6,93.23663373273439,29.784584858331627,300,1,1,1,1,1,0
Star0546,Program6,13.828424076597116,8.974777244692405,300,1,1,1,1,1,0
Star0547,Program6,18.313728095630836,23.456960389335805,300,1,1,1,1,1,0
Star0548,Program6,73.17592405689277,44.24178646425065,300,1,1,1,1,1,0
Star0549,Program6,326.6428484072631,-21.9469423202886,300,1,1,1,1,1,0
Star0550,Program6,45.40847773341807,12.382108358069985,300,1,1,1,1,1,0
Star0551,Program6,306.59829383968935,11.91958341484225,300,1,1,1,1,1,0
Star0552,Program6,314.1956365444419,-15.605667827436605,300,1,1,1,1,1,0
Star0553,Program6,112.80768311784624,-24.153436494014002,300,1,1,1,1,1,0
Star0554,Program6,327.57900781135623,64.67072137165238,300,1,1,1,1,1,0
Star0555,Program6,292.17741173248737,16.93668422408733,300,1,1,1,1,1,0
Star0556,Program6,38.841118292268334,-10.02807326065313,300,1,1,1,1,1,0
Star0557,Program6,344.17982484015914,21.68481220977877,300,1,1,1,1,1,0
Star0558,Program6,300.66435397120614,-11.817978235120847,300,1,1,1,1,1,0
Star0559,Program6,109.6631993323947,-28.67692302263749,300,1,1,1,1,1,0
Star0560,Program6,271.7968366775669,14.95084699858802,300,1,1,1,1,1,0
Star0561,Program6,44.22535473044627,38.529515823230895,300,1,1,1,1,1,0
Star0562,Program6,301.55569556205467,46.29130801826878,300,1,1,1,1,1,0
Star0563,Program6,61.20812832020573,-7.965746076202194,300,1,1,1,1,1,0
Star0564,Program6,51.82331155697125,30.680423683050904,300,1,1,1,1,1,0
Star0565,Program6,319.82007139654064,72.38929864826949,300,1,1,1,1,1,0
Star0566,Program6,5.673729355963701,3.247046832014547,300,1,1,1,1,1,0
Star0567,Program6,46.78210825818962,8.947896615830345,300,1,1,1,1,1,0
Star0568,Program6,2.9154643615559053,28.510796030996076,300,1,1,1,1,1,0
Star0569,Program6,296.8959234023852,-23.060253861913353,300,1,1,1,1,1,0
Star0570,Program6,86.44319277434988,49.240740472077476,300,1,1,1,1,1,0
Star0571,Program6,88.22402387421823,27.366424392335375,300,1,1,1,1,1,0
Star0572,Program6,81.70520111008909,25.321190673995076,300,1,1,1,1,1,0
Star0573,Program6,18.059443286827445,27.802371631710287,300,1,1,1,1,1,0
Star0574,Program6,87.8693883235535,11.22999734859242,300,1,1,1,1,1,0
Star0575,Program6,310.8753855906948,57.21879226169318,300,1,1,1,1,1,0
Star0576,Program6,80.97487832520807,26.803064147726758,300,1,1,1,1,1,0
Star0577,Program6,74.30830795157954,-8.607620207083144,300,1,1,1,1,1,0
Star0578,Program6,57.44061004955506,21.731576724547025,300,1,1,1,1,1,0
Star0579,Program6,16.39944341623101,13.614554201220457,300,1,1,1,1,1,0
Star0580,Program6,347.60155162706576,25.099565083799774,300,1,1,1,1,1,0
Star0581,Program6,81.40672263097895,1.9253984591553177,300,1,1,1,1,1,0
Star0582,Program6,39.47088168043098,-16.846872661153327,300,1,1,1,1,1,0
Star0583,Program6,292.6980491496978,21.30043438858675,300,1,1,1,1,1,0
Star0584,Program6,54.215190305465285,-1.0964668946396898,300,1,1,1,1,1,0
Star0585,Program6,270.4167376408276,11.303133029750029,300,1,1,1,1,1,0
Star0586,Program6,113.77608205870439,26.953488985688807,300,1,1,1,1,1,0
Star0587,Program6,351.3768863105605,-12.873520622300973,300,1,1,1,1,1,0
Star0588,Program6,294.9926685572403,23.799021781501438,300,1,1,1,1,1,0
Star0589,Program6,2.0192341164346317,-17.472749571166887,300,1,1,1,1,1,0
Star0590,Program6,41.67212025353183,12.591363448698388,300,1,1,1,1,1,0
Star0591,Program6,98.81000933773169,-2.5745764335921137,300,1,1,1,1,1,0
Star0592,Program6,37.447775907416656,72.41180947424542,300,1,1,1,1,1,0
Star0593,Program6,10.809679287650624,-13.864109238987382,300,1,1,1,1,1,0
Star0594,Program6,117.24541663150387,-2.673346139522522,300,1,1,1,1,1,0
Star0595,Program6,55.613644703111845,2.7918329463720966,300,1,1,1,1,1,0
Star0596,Program6,82.16707333870244,48.355287219742195,300,1,1,1,1,1,0
Star0597,Program6,71.35363715514438,6.232476646335584,300,1,1,1,1,1,0
Star0598,Program6,53.65478096509821,11.734727289429173,300,1,1,1,1,1,0
Star0599,Program6,44.60526549567521,10.70353549508252,300,1,1,1,1,1,0
Star0600,Program6,56.72080583379045,50.75147403281517,300,1,1,1,1,1,0
Star0601,Program6,71.41055635603095,39.33031120021238,300,1,1,1,1,1,0
Star0602,Program6,55.57263598534951,14.208965918565767,300,1,1,1,1,1,0
Star0603,Program6,103.10649926541657,5.529150838248611,300,1,1,1,1,1,0
Star0604,Program6,305.8427833949694,35.274010643606886,300,1,1,1,1,1,0
Star0605,Program6,106.63630871792145,12.01620071299459,300,1,1,1,1,1,0
Star0606,Program6,303.84932129982303,-12.118261898418794,300,1,1,1,1,1,0
Star0607,Program6,325.25278439166425,11.728874492108588,300,1,1,1,1,1,0
Star0608,Program6,64.18879671592424,49.87631715053408,300,1,1,1,1,1,0
Star0609,Program6,285.673493676229,40.27319677169751,300,1,1,1,1,1,0
Star0610,Program6,89.07074493744426,0.19104921478104586,300,1,1,1,1,1,0
Star0611,Program6,311.27045666152543,62.608143706218755,300,1,1,1,1,1,0
Star0612,Program6,312.84769111565174,73.30016651189322,300,1,1,1,1,1,0
Star0613,Program6,3.9576280484913013,23.725127554734044,300,1,1,1,1,1,0
Star0614,Program6,331.9632626116202,44.613511855737386,300,1,1,1,1,1,0
Star0615,Program6,79.05349476371981,34.14505990558057,300,1,1,1,1,1,0
Star0616,Program6,69.06751640465325,73.72829375371361,300,1,1,1,1,1,0
Star0617,Program6,82.65963085508685,-19.049108058806283,300,1,1,1,1,1,0
Star0618,Program6,43.91805915469922,-16.838753946984184,300,1,1,1,1,1,0
Star0619,Program6,34.62663930469023,-17.55127093193788,300,1,1,1,1,1,0
Star0620,Program6,58.691922334400886,39.27868358243853,300,1,1,1,1,1,0
Star0621,Program6,318.7508855590019,26.26801223676125,300,1,1,1,1,1,0
Star0622,Program6,69.18313594753283,1.554456856924162,300,1,1,1,1,1,0
Star0623,Program6,17.99617681852243,15.947901048084077,300,1,1,1,1,1,0
Star0624,Program6,295.7523074628218,-26.150280827313892,300,1,1,1,1,1,0
Star0625,Program6,353.03637525515353,28.91973488088159,300,1,1,1,1,1,0
Star0626,Program6,119.08931337818035,9.025170518878795,300,1,1,1,1,1,0
Star0627,Program6,318.2327298353964,44.147660161545446,300,1,1,1,1,1,0
Star0628,Program6,338.0788256366765,56.840588499576285,300,1,1,1,1,1,0
Star0629,Program6,273.4866099266123,40.70618991550421,300,1,1,1,1,1,0
Star0630,Program6,85.94665797143341,14.225050171309604,300,1,1,1,1,1,0
Star0631,Program6,9.905320937214697,60.54920765648001,300,1,1,1,1,1,0
Star0632,Program6,295.27429988258194,22.854045858966643,300,1,1,1,1,1,0
Star0633,Program6,64.34741149940896,12.850003894563216,300,1,1,1,1,1,0
Star0634,Program6,56.18323961210467,41.341246511074985,300,1,1,1,1,1,0
Star0635,Program6,277.2146174165059,19.48807837064423,300,1,1,1,1,1,0
Star0636,Program6,76.72959063568874,65.34238488893095,300,1,1,1,1,1,0
Star0637,Program6,355.17368001000676,37.14294128822337,300,1,1,1,1,1,0
Star0638,Program6,116.84477002830005,43.37607558781471,300,1,1,1,1,1,0
Star0639,Program6,97.56489763008284,57.641496765229476,300,1,1,1,1,1,0
Star0640,Program6,3.502044103322703,33.99020653804891,300,1,1,1,1,1,0
Star0641,Program6,6.913413908509199,5.088314988102681,300,1,1,1,1,1,0
Star0642,Program6,112.63645067571326,-27.506484031578097,300,1,1,1,1,1,0
Star0643,Program6,79.15012372287515,22.749783531275952,300,1,1,1,1,1,0
Star0644,Program6,327.34256075614314,5.487133681681399,300,1,1,1,1,1,0
Star0645,Program6,10.573128734750412,19.06538448536091,300,1,1,1,1,1,0
Star0646,Program6,99.41085963719524,5.181284665638373,300,1,1,1,1,1,0
Star0647,Program6,29.32976185994835,8.238735109944798,300,1,1,1,1,1,0
Star0648,Program6,289.16818505027715,5.34086841075937,300,1,1,1,1,1,0
Star0649,Program6,69.01249410011826,63.21640210138375,300,1,1,1,1,1,0
Star0650,Program6,10.544488352807036,-6.426759367043189,300,1,1,1,1,1,0
Star0651,Program6,104.50323391172412,-28.56344632909547,300,1,1,1,1,1,0
Star0652,Program6,70.87927191022163,48.58888933626366,300,1,1,1,1,1,0
Star0653,Program6,38.23754972897609,45.97786120527712,300,1,1,1,1,1,0
Star0654,Program6,9.520888994623306,23.19373512422429,300,1,1,1,1,1,0
Star0655,Program6,292.7902606538306,21.0485721294192,300,1,1,1,1,1,0
Star0656,Program6,319.0378182462227,20.365257282296056,300,1,1,1,1,1,0
Star0657,Program6,350.9159062943996,12.87594220649413,300,1,1,1,1,1,0
Star0658,Program6,304.6323180262018,-27.414705143088135,300,1,1,1,1,1,0
Star0659,Program6,318.72562015140926,43.847189893500826,300,1,1,1,1,1,0
Star0660,Program6,86.34823280937786,-19.081190678456352,300,1,1,1,1,1,0
Star0661,Program6,345.12176381238794,8.913289123719593,300,1,1,1,1,1,0
Star0662,Program6,337.0510985875801,33.3885974708177,300,1,1,1,1,1,0
Star0663,Program6,288.76739372667265,16.572452016213845,300,1,1,1,1,1,0
Star0664,Program6,104.05871573777358,29.283229282528907,300,1,1,1,1,1,0
Star0665,Program6,53.38501775516511,31.575845550208285,300,1,1,1,1,1,0
Star0666,Program6,68.21136242130649,22.514359852135513,300,1,1,1,1,1,0
Star0667,Program6,0.15294931330606687,15.646808709761373,300,1,1,1,1,1,0
Star0668,Program6,41.463204511094375,45.12922066884312,300,1,1,1,1,1,0
Star0669,Program6,90.4238410730652,12.831358787153206,300,1,1,1,1,1,0
Star0670,Program6,85.78036840460715,-2.462285721873471,300,1,1,1,1,1,0
Star0671,Program6,95.80102521080869,22.576775899571487,300,1,1,1,1,1,0
Star0672,Program6,21.89596388668815,25.632100163379306,300,1,1,1,1,1,0
Star0673,Program6,65.11821441743115,24.047796009838635,300,1,1,1,1,1,0
Star0674,Program6,102.14819994496474,38.18502224404588,300,1,1,1,1,1,0
Star0675,Program6,279.3277333465488,72.73393252430625,300,1,1,1,1,1,0
Star0676,Program6,20.97782355788013,24.315986199111535,300,1,1,1,1,1,0
Star0677,Program6,288.3962475601538,5.887151486163276,300,1,1,1,1,1,0
Star0678,Program6,358.74619003988084,24.106231330979185,300,1,1,1,1,1,0
Star0679,Program6,319.3056571003387,-4.481042870361875,300,1,1,1,1,1,0
Star0680,Program6,309.9073527205602,-17.280470305917234,300,1,1,1,1,1,0
Star0681,Program6,357.5644614789394,30.2677279012223,300,1,1,1,1,1,0
Star0682,Program6,66.23586905997092,13.20015883501668,300,1,1,1,1,1,0
Star0683,Program6,115.63918782523683,57.64096899621097,300,1,1,1,1,1,0
Star0684,Program6,329.4931883997932,54.575609651152064,300,1,1,1,1,1,0
Star0685,Program6,352.1210522535116,-17.932363314952255,300,1,1,1,1,1,0
Star0686,Program6,83.30287655287168,-16.08805989008087,300,1,1,1,1,1,0
Star0687,Program6,24.528214532345373,0.30459009707163887,300,1,1,1,1,1,0
Star0688,Program6,341.6791914562778,48.51109223727738,300,1,1,1,1,1,0
Star0689,Program6,57.06168449282268,14.243214799949683,300,1,1,1,1,1,0
Star0690,Program6,37.54892112813002,13.788616409861405,300,1,1,1,1,1,0
Star0691,Program6,293.425004438022,-14.952181690499728,300,1,1,1,1,1,0
Star0692,Program6,102.89314165882331,22.527540308412142,300,1,1,1,1,1,0
Star0693,Program6,304.0981877731817,25.43325699804609,300,1,1,1,1,1,0
Star0694,Program6,63.76567411204621,22.366938757252697,300,1,1,1,1,1,0
Star0695,Program6,313.51446419692394,-24.625622271855946,300,1,1,1,1,1,0
Star0696,Program6,320.77301928422446,-16.27742481019814,300,1,1,1,1,1,0
Star0697,Program6,279.87280483521494,64.62742897787766,300,1,1,1,1,1,0
Star0698,Program6,302.3488091403452,-2.4977438910007805,300,1,1,1,1,1,0
Star0699,Program6,36.24033854936033,33.28248291577857,300,1,1,1,1,1,0
Star0700,Program6,75.72574985224418,5.359953384882203,300,1,1,1,1,1,0
Star0701,Program6,56.60983482352765,7.3231000921061735,300,1,1,1,1,1,0
Star0702,Program6,348.9127813084626,39.91710429700302,300,1,1,1,1,1,0
