#_U001_trueComplete:125.0
#_U002_trueComplete:100.0
#_U003_trueComplete:80.0
#_U004_trueComplete:100.0
#_U005_trueComplete:100.0
#_U006_trueComplete:3.33
#_U007_trueComplete:100.0
#_U008_trueComplete:0.0
#_U009_trueComplete:100.0
#_U010_trueComplete:150.0
Program,Date,Percent Complete (Observations),Total Obs Requested
_U003,2024-08-23,20.0,5
_U003,2024-08-23,20.0,5
_U003,2024-08-24,20.0,5
_U003,2024-08-24,20.0,5
_U003,2024-08-24,20.0,5
_U003,2024-08-24,20.0,5
_U003,2024-08-25,20.0,5
_U003,2024-08-25,20.0,5
_U003,2024-08-25,20.0,5
_U003,2024-08-25,20.0,5
_U003,2024-08-26,20.0,5
_U003,2024-08-26,20.0,5
_U003,2024-08-26,20.0,5
_U003,2024-08-26,20.0,5
_U003,2024-08-27,20.0,5
_U003,2024-08-27,20.0,5
_U003,2024-08-27,20.0,5
_U003,2024-08-27,20.0,5
_U003,2024-08-28,20.0,5
_U003,2024-08-28,20.0,5
_U003,2024-08-28,20.0,5
_U003,2024-08-28,20.0,5
_U003,2024-08-29,20.0,5
_U003,2024-08-29,20.0,5
_U003,2024-08-29,20.0,5
_U003,2024-08-29,20.0,5
_U003,2024-08-30,20.0,5
_U003,2024-08-30,20.0,5
_U003,2024-08-30,20.0,5
_U003,2024-08-30,20.0,5
_U003,2024-08-31,40.0,5
_U003,2024-08-31,40.0,5
_U003,2024-08-31,40.0,5
_U003,2024-08-31,40.0,5
_U003,2024-09-01,40.0,5
_U003,2024-09-01,40.0,5
_U003,2024-09-01,40.0,5
_U003,2024-09-01,40.0,5
_U003,2024-09-02,40.0,5
_U003,2024-09-02,40.0,5
_U003,2024-09-02,40.0,5
_U003,2024-09-02,40.0,5
_U003,2024-09-03,40.0,5
_U003,2024-09-03,40.0,5
_U003,2024-09-03,40.0,5
_U003,2024-09-03,40.0,5
_U003,2024-09-04,40.0,5
_U003,2024-09-04,40.0,5
_U003,2024-09-04,40.0,5
_U003,2024-09-04,40.0,5
_U003,2024-09-05,40.0,5
_U003,2024-09-05,40.0,5
_U003,2024-09-05,40.0,5
_U003,2024-09-05,40.0,5
_U003,2024-09-06,40.0,5
_U003,2024-09-06,40.0,5
_U003,2024-09-06,40.0,5
_U003,2024-09-06,40.0,5
_U003,2024-09-07,40.0,5
_U003,2024-09-07,40.0,5
_U003,2024-09-07,40.0,5
_U003,2024-09-07,40.0,5
_U003,2024-09-08,40.0,5
_U003,2024-09-08,40.0,5
_U003,2024-09-08,40.0,5
_U003,2024-09-08,40.0,5
_U003,2024-09-09,40.0,5
_U003,2024-09-09,40.0,5
_U003,2024-09-09,40.0,5
_U003,2024-09-09,40.0,5
_U003,2024-09-10,40.0,5
_U003,2024-09-10,40.0,5
_U003,2024-09-10,40.0,5
_U003,2024-09-10,40.0,5
_U003,2024-09-11,40.0,5
_U003,2024-09-11,40.0,5
_U003,2024-09-11,40.0,5
_U003,2024-09-11,40.0,5
_U003,2024-09-12,40.0,5
_U003,2024-09-12,40.0,5
_U003,2024-09-12,40.0,5
_U003,2024-09-12,40.0,5
_U003,2024-09-13,40.0,5
_U003,2024-09-13,40.0,5
_U003,2024-09-13,40.0,5
_U003,2024-09-13,40.0,5
_U003,2024-09-14,40.0,5
_U003,2024-09-14,40.0,5
_U003,2024-09-14,40.0,5
_U003,2024-09-14,40.0,5
_U003,2024-09-15,40.0,5
_U003,2024-09-15,40.0,5
_U003,2024-09-15,40.0,5
_U003,2024-09-15,40.0,5
_U003,2024-09-16,40.0,5
_U003,2024-09-16,40.0,5
_U003,2024-09-16,40.0,5
_U003,2024-09-16,40.0,5
_U003,2024-09-17,40.0,5
_U003,2024-09-17,40.0,5
_U003,2024-09-17,40.0,5
_U003,2024-09-17,40.0,5
_U003,2024-09-18,40.0,5
_U003,2024-09-18,40.0,5
_U003,2024-09-18,40.0,5
_U003,2024-09-18,40.0,5
_U003,2024-09-19,40.0,5
_U003,2024-09-19,40.0,5
_U003,2024-09-19,40.0,5
_U003,2024-09-19,40.0,5
_U003,2024-09-20,40.0,5
_U003,2024-09-20,40.0,5
_U003,2024-09-20,40.0,5
_U003,2024-09-20,40.0,5
_U003,2024-09-21,40.0,5
_U003,2024-09-21,40.0,5
_U003,2024-09-21,40.0,5
_U003,2024-09-21,40.0,5
_U003,2024-09-22,40.0,5
_U003,2024-09-22,40.0,5
_U003,2024-09-22,40.0,5
_U003,2024-09-22,40.0,5
_U003,2024-09-23,40.0,5
_U003,2024-09-23,40.0,5
_U003,2024-09-23,40.0,5
_U003,2024-09-23,40.0,5
_U003,2024-09-24,40.0,5
_U003,2024-09-24,40.0,5
_U003,2024-09-24,40.0,5
_U003,2024-09-24,40.0,5
_U003,2024-09-25,40.0,5
_U003,2024-09-25,60.0,5
_U003,2024-09-25,60.0,5
_U003,2024-09-25,60.0,5
_U003,2024-09-26,60.0,5
_U003,2024-09-26,60.0,5
_U003,2024-09-26,60.0,5
_U003,2024-09-26,60.0,5
_U003,2024-09-27,60.0,5
_U003,2024-09-27,60.0,5
_U003,2024-09-27,60.0,5
_U003,2024-09-27,60.0,5
_U003,2024-09-28,60.0,5
_U003,2024-09-28,60.0,5
_U003,2024-09-28,60.0,5
_U003,2024-09-28,60.0,5
_U003,2024-09-29,60.0,5
_U003,2024-09-29,60.0,5
_U003,2024-09-29,60.0,5
_U003,2024-09-29,60.0,5
_U003,2024-09-30,60.0,5
_U003,2024-09-30,60.0,5
_U003,2024-09-30,60.0,5
_U003,2024-09-30,60.0,5
_U003,2024-10-01,60.0,5
_U003,2024-10-01,60.0,5
_U003,2024-10-01,60.0,5
_U003,2024-10-01,60.0,5
_U003,2024-10-02,60.0,5
_U003,2024-10-02,60.0,5
_U003,2024-10-02,60.0,5
_U003,2024-10-02,60.0,5
_U003,2024-10-03,60.0,5
_U003,2024-10-03,60.0,5
_U003,2024-10-03,60.0,5
_U003,2024-10-03,60.0,5
_U003,2024-10-04,60.0,5
_U003,2024-10-04,60.0,5
_U003,2024-10-04,60.0,5
_U003,2024-10-04,60.0,5
_U003,2024-10-05,60.0,5
_U003,2024-10-05,60.0,5
_U003,2024-10-05,60.0,5
_U003,2024-10-05,60.0,5
_U003,2024-10-06,60.0,5
_U003,2024-10-06,60.0,5
_U003,2024-10-06,60.0,5
_U003,2024-10-06,60.0,5
_U003,2024-10-07,60.0,5
_U003,2024-10-07,60.0,5
_U003,2024-10-07,60.0,5
_U003,2024-10-07,60.0,5
_U003,2024-10-08,60.0,5
_U003,2024-10-08,60.0,5
_U003,2024-10-08,60.0,5
_U003,2024-10-08,60.0,5
_U003,2024-10-09,60.0,5
_U003,2024-10-09,60.0,5
_U003,2024-10-09,60.0,5
_U003,2024-10-09,60.0,5
_U003,2024-10-10,60.0,5
_U003,2024-10-10,60.0,5
_U003,2024-10-10,60.0,5
_U003,2024-10-10,60.0,5
_U003,2024-10-11,60.0,5
_U003,2024-10-11,60.0,5
_U003,2024-10-11,60.0,5
_U003,2024-10-11,60.0,5
_U003,2024-10-12,60.0,5
_U003,2024-10-12,60.0,5
_U003,2024-10-12,60.0,5
_U003,2024-10-12,60.0,5
_U003,2024-10-13,60.0,5
_U003,2024-10-13,60.0,5
_U003,2024-10-13,60.0,5
_U003,2024-10-13,60.0,5
_U003,2024-10-14,60.0,5
_U003,2024-10-14,60.0,5
_U003,2024-10-14,60.0,5
_U003,2024-10-14,60.0,5
_U003,2024-10-15,60.0,5
_U003,2024-10-15,60.0,5
_U003,2024-10-15,60.0,5
_U003,2024-10-15,60.0,5
_U003,2024-10-16,60.0,5
_U003,2024-10-16,60.0,5
_U003,2024-10-16,60.0,5
_U003,2024-10-16,60.0,5
_U003,2024-10-17,60.0,5
_U003,2024-10-17,60.0,5
_U003,2024-10-17,60.0,5
_U003,2024-10-17,60.0,5
_U003,2024-10-18,60.0,5
_U003,2024-10-18,60.0,5
_U003,2024-10-18,60.0,5
_U003,2024-10-18,60.0,5
_U003,2024-10-19,60.0,5
_U003,2024-10-19,60.0,5
_U003,2024-10-19,60.0,5
_U003,2024-10-19,60.0,5
_U003,2024-10-20,60.0,5
_U003,2024-10-20,60.0,5
_U003,2024-10-20,60.0,5
_U003,2024-10-20,60.0,5
_U003,2024-10-21,80.0,5
_U003,2024-10-21,80.0,5
_U003,2024-10-21,80.0,5
_U003,2024-10-21,80.0,5
_U003,2024-10-22,80.0,5
_U003,2024-10-22,80.0,5
_U003,2024-10-22,80.0,5
_U003,2024-10-22,80.0,5
_U003,2024-10-23,80.0,5
_U003,2024-10-23,80.0,5
_U003,2024-10-23,80.0,5
_U003,2024-10-23,80.0,5
_U003,2024-10-24,80.0,5
_U003,2024-10-24,80.0,5
_U003,2024-10-24,80.0,5
_U003,2024-10-24,80.0,5
_U003,2024-10-25,80.0,5
_U003,2024-10-25,80.0,5
_U003,2024-10-25,80.0,5
_U003,2024-10-25,80.0,5
_U003,2024-10-26,80.0,5
_U003,2024-10-26,80.0,5
_U003,2024-10-26,80.0,5
_U003,2024-10-26,80.0,5
_U003,2024-10-27,80.0,5
_U003,2024-10-27,80.0,5
_U003,2024-10-27,80.0,5
_U003,2024-10-27,80.0,5
_U003,2024-10-28,80.0,5
_U003,2024-10-28,80.0,5
_U003,2024-10-28,80.0,5
_U003,2024-10-28,80.0,5
_U004,2024-08-01,0.0,22
_U004,2024-08-01,0.0,22
_U004,2024-08-01,0.0,22
_U004,2024-08-01,0.0,22
_U004,2024-08-02,0.0,22
_U004,2024-08-02,0.0,22
_U004,2024-08-02,0.0,22
_U004,2024-08-02,0.0,22
_U004,2024-08-03,0.0,22
_U004,2024-08-03,0.0,22
_U004,2024-08-03,4.55,22
_U004,2024-08-03,4.55,22
_U004,2024-08-04,4.55,22
_U004,2024-08-04,4.55,22
_U004,2024-08-04,4.55,22
_U004,2024-08-04,4.55,22
_U004,2024-08-05,4.55,22
_U004,2024-08-05,4.55,22
_U004,2024-08-05,9.09,22
_U004,2024-08-05,9.09,22
_U004,2024-08-06,9.09,22
_U004,2024-08-06,9.09,22
_U004,2024-08-06,9.09,22
_U004,2024-08-06,9.09,22
_U004,2024-08-07,9.09,22
_U004,2024-08-07,9.09,22
_U004,2024-08-07,9.09,22
_U004,2024-08-07,9.09,22
_U004,2024-08-08,9.09,22
_U004,2024-08-08,9.09,22
_U004,2024-08-08,9.09,22
_U004,2024-08-08,9.09,22
_U004,2024-08-09,9.09,22
_U004,2024-08-09,9.09,22
_U004,2024-08-09,9.09,22
_U004,2024-08-09,9.09,22
_U004,2024-08-10,9.09,22
_U004,2024-08-10,9.09,22
_U004,2024-08-10,9.09,22
_U004,2024-08-10,9.09,22
_U004,2024-08-11,9.09,22
_U004,2024-08-11,9.09,22
_U004,2024-08-11,13.64,22
_U004,2024-08-11,13.64,22
_U004,2024-08-12,13.64,22
_U004,2024-08-12,13.64,22
_U004,2024-08-12,13.64,22
_U004,2024-08-12,13.64,22
_U004,2024-08-13,13.64,22
_U004,2024-08-13,13.64,22
_U004,2024-08-13,13.64,22
_U004,2024-08-13,13.64,22
_U004,2024-08-14,13.64,22
_U004,2024-08-14,13.64,22
_U004,2024-08-14,13.64,22
_U004,2024-08-14,13.64,22
_U004,2024-08-15,13.64,22
_U004,2024-08-15,13.64,22
_U004,2024-08-15,18.18,22
_U004,2024-08-15,18.18,22
_U004,2024-08-16,18.18,22
_U004,2024-08-16,18.18,22
_U004,2024-08-16,18.18,22
_U004,2024-08-16,18.18,22
_U004,2024-08-17,18.18,22
_U004,2024-08-17,18.18,22
_U004,2024-08-17,22.73,22
_U004,2024-08-17,22.73,22
_U004,2024-08-18,22.73,22
_U004,2024-08-18,22.73,22
_U004,2024-08-18,22.73,22
_U004,2024-08-18,22.73,22
_U004,2024-08-19,22.73,22
_U004,2024-08-19,22.73,22
_U004,2024-08-19,22.73,22
_U004,2024-08-19,22.73,22
_U004,2024-08-20,22.73,22
_U004,2024-08-20,22.73,22
_U004,2024-08-20,22.73,22
_U004,2024-08-20,22.73,22
_U004,2024-08-21,22.73,22
_U004,2024-08-21,22.73,22
_U004,2024-08-21,22.73,22
_U004,2024-08-21,22.73,22
_U004,2024-08-22,22.73,22
_U004,2024-08-22,22.73,22
_U004,2024-08-22,27.27,22
_U004,2024-08-22,27.27,22
_U004,2024-08-23,27.27,22
_U004,2024-08-23,27.27,22
_U004,2024-08-23,27.27,22
_U004,2024-08-23,27.27,22
_U004,2024-08-24,27.27,22
_U004,2024-08-24,27.27,22
_U004,2024-08-24,27.27,22
_U004,2024-08-24,27.27,22
_U004,2024-08-25,27.27,22
_U004,2024-08-25,27.27,22
_U004,2024-08-25,27.27,22
_U004,2024-08-25,27.27,22
_U004,2024-08-26,27.27,22
_U004,2024-08-26,27.27,22
_U004,2024-08-26,27.27,22
_U004,2024-08-26,27.27,22
_U004,2024-08-27,27.27,22
_U004,2024-08-27,27.27,22
_U004,2024-08-27,31.82,22
_U004,2024-08-27,31.82,22
_U004,2024-08-28,31.82,22
_U004,2024-08-28,31.82,22
_U004,2024-08-28,31.82,22
_U004,2024-08-28,31.82,22
_U004,2024-08-29,31.82,22
_U004,2024-08-29,31.82,22
_U004,2024-08-29,31.82,22
_U004,2024-08-29,31.82,22
_U004,2024-08-30,31.82,22
_U004,2024-08-30,31.82,22
_U004,2024-08-30,31.82,22
_U004,2024-08-30,31.82,22
_U004,2024-08-31,36.36,22
_U004,2024-08-31,36.36,22
_U004,2024-08-31,36.36,22
_U004,2024-08-31,36.36,22
_U004,2024-09-01,36.36,22
_U004,2024-09-01,36.36,22
_U004,2024-09-01,36.36,22
_U004,2024-09-01,36.36,22
_U004,2024-09-02,36.36,22
_U004,2024-09-02,36.36,22
_U004,2024-09-02,36.36,22
_U004,2024-09-02,36.36,22
_U004,2024-09-03,36.36,22
_U004,2024-09-03,36.36,22
_U004,2024-09-03,40.91,22
_U004,2024-09-03,40.91,22
_U004,2024-09-04,40.91,22
_U004,2024-09-04,40.91,22
_U004,2024-09-04,40.91,22
_U004,2024-09-04,40.91,22
_U004,2024-09-05,40.91,22
_U004,2024-09-05,40.91,22
_U004,2024-09-05,45.45,22
_U004,2024-09-05,45.45,22
_U004,2024-09-06,45.45,22
_U004,2024-09-06,45.45,22
_U004,2024-09-06,45.45,22
_U004,2024-09-06,45.45,22
_U004,2024-09-07,45.45,22
_U004,2024-09-07,45.45,22
_U004,2024-09-07,50.0,22
_U004,2024-09-07,50.0,22
_U004,2024-09-08,50.0,22
_U004,2024-09-08,50.0,22
_U004,2024-09-08,50.0,22
_U004,2024-09-08,50.0,22
_U004,2024-09-09,50.0,22
_U004,2024-09-09,54.55,22
_U004,2024-09-09,54.55,22
_U004,2024-09-09,54.55,22
_U004,2024-09-10,54.55,22
_U004,2024-09-10,54.55,22
_U004,2024-09-10,54.55,22
_U004,2024-09-10,54.55,22
_U004,2024-09-11,54.55,22
_U004,2024-09-11,54.55,22
_U004,2024-09-11,59.09,22
_U004,2024-09-11,59.09,22
_U004,2024-09-12,59.09,22
_U004,2024-09-12,59.09,22
_U004,2024-09-12,59.09,22
_U004,2024-09-12,59.09,22
_U004,2024-09-13,59.09,22
_U004,2024-09-13,59.09,22
_U004,2024-09-13,59.09,22
_U004,2024-09-13,59.09,22
_U004,2024-09-14,59.09,22
_U004,2024-09-14,59.09,22
_U004,2024-09-14,63.64,22
_U004,2024-09-14,63.64,22
_U004,2024-09-15,63.64,22
_U004,2024-09-15,63.64,22
_U004,2024-09-15,63.64,22
_U004,2024-09-15,63.64,22
_U004,2024-09-16,63.64,22
_U004,2024-09-16,63.64,22
_U004,2024-09-16,63.64,22
_U004,2024-09-16,63.64,22
_U004,2024-09-17,63.64,22
_U004,2024-09-17,63.64,22
_U004,2024-09-17,63.64,22
_U004,2024-09-17,63.64,22
_U004,2024-09-18,63.64,22
_U004,2024-09-18,63.64,22
_U004,2024-09-18,63.64,22
_U004,2024-09-18,63.64,22
_U004,2024-09-19,63.64,22
_U004,2024-09-19,63.64,22
_U004,2024-09-19,63.64,22
_U004,2024-09-19,63.64,22
_U004,2024-09-20,68.18,22
_U004,2024-09-20,68.18,22
_U004,2024-09-20,68.18,22
_U004,2024-09-20,68.18,22
_U004,2024-09-21,68.18,22
_U004,2024-09-21,68.18,22
_U004,2024-09-21,68.18,22
_U004,2024-09-21,68.18,22
_U004,2024-09-22,68.18,22
_U004,2024-09-22,72.73,22
_U004,2024-09-22,72.73,22
_U004,2024-09-22,72.73,22
_U004,2024-09-23,72.73,22
_U004,2024-09-23,72.73,22
_U004,2024-09-23,72.73,22
_U004,2024-09-23,72.73,22
_U004,2024-09-24,72.73,22
_U004,2024-09-24,72.73,22
_U004,2024-09-24,72.73,22
_U004,2024-09-24,72.73,22
_U004,2024-09-25,72.73,22
_U004,2024-09-25,72.73,22
_U004,2024-09-25,72.73,22
_U004,2024-09-25,72.73,22
_U004,2024-09-26,72.73,22
_U004,2024-09-26,72.73,22
_U004,2024-09-26,72.73,22
_U004,2024-09-26,72.73,22
_U004,2024-09-27,72.73,22
_U004,2024-09-27,77.27,22
_U004,2024-09-27,77.27,22
_U004,2024-09-27,77.27,22
_U004,2024-09-28,77.27,22
_U004,2024-09-28,77.27,22
_U004,2024-09-28,77.27,22
_U004,2024-09-28,77.27,22
_U004,2024-09-29,77.27,22
_U004,2024-09-29,77.27,22
_U004,2024-09-29,77.27,22
_U004,2024-09-29,77.27,22
_U004,2024-09-30,77.27,22
_U004,2024-09-30,77.27,22
_U004,2024-09-30,77.27,22
_U004,2024-09-30,77.27,22
_U004,2024-10-01,77.27,22
_U004,2024-10-01,77.27,22
_U004,2024-10-01,77.27,22
_U004,2024-10-01,77.27,22
_U004,2024-10-02,77.27,22
_U004,2024-10-02,81.82,22
_U004,2024-10-02,81.82,22
_U004,2024-10-02,81.82,22
_U004,2024-10-03,81.82,22
_U004,2024-10-03,81.82,22
_U004,2024-10-03,81.82,22
_U004,2024-10-03,81.82,22
_U004,2024-10-04,81.82,22
_U004,2024-10-04,81.82,22
_U004,2024-10-04,81.82,22
_U004,2024-10-04,81.82,22
_U004,2024-10-05,81.82,22
_U004,2024-10-05,81.82,22
_U004,2024-10-05,81.82,22
_U004,2024-10-05,81.82,22
_U004,2024-10-06,81.82,22
_U004,2024-10-06,81.82,22
_U004,2024-10-06,81.82,22
_U004,2024-10-06,81.82,22
_U004,2024-10-07,81.82,22
_U004,2024-10-07,81.82,22
_U004,2024-10-07,81.82,22
_U004,2024-10-07,81.82,22
_U004,2024-10-08,81.82,22
_U004,2024-10-08,81.82,22
_U004,2024-10-08,81.82,22
_U004,2024-10-08,81.82,22
_U004,2024-10-09,81.82,22
_U004,2024-10-09,86.36,22
_U004,2024-10-09,86.36,22
_U004,2024-10-09,86.36,22
_U004,2024-10-10,86.36,22
_U004,2024-10-10,86.36,22
_U004,2024-10-10,86.36,22
_U004,2024-10-10,86.36,22
_U004,2024-10-11,86.36,22
_U004,2024-10-11,86.36,22
_U004,2024-10-11,86.36,22
_U004,2024-10-11,86.36,22
_U004,2024-10-12,86.36,22
_U004,2024-10-12,86.36,22
_U004,2024-10-12,86.36,22
_U004,2024-10-12,86.36,22
_U004,2024-10-13,86.36,22
_U004,2024-10-13,86.36,22
_U004,2024-10-13,86.36,22
_U004,2024-10-13,86.36,22
_U004,2024-10-14,86.36,22
_U004,2024-10-14,90.91,22
_U004,2024-10-14,90.91,22
_U004,2024-10-14,90.91,22
_U004,2024-10-15,90.91,22
_U004,2024-10-15,90.91,22
_U004,2024-10-15,90.91,22
_U004,2024-10-15,90.91,22
_U004,2024-10-16,90.91,22
_U004,2024-10-16,90.91,22
_U004,2024-10-16,90.91,22
_U004,2024-10-16,90.91,22
_U004,2024-10-17,90.91,22
_U004,2024-10-17,90.91,22
_U004,2024-10-17,90.91,22
_U004,2024-10-17,90.91,22
_U004,2024-10-18,90.91,22
_U004,2024-10-18,95.45,22
_U004,2024-10-18,95.45,22
_U004,2024-10-18,95.45,22
_U004,2024-10-19,95.45,22
_U004,2024-10-19,95.45,22
_U004,2024-10-19,95.45,22
_U004,2024-10-19,95.45,22
_U004,2024-10-20,95.45,22
_U004,2024-10-20,95.45,22
_U004,2024-10-20,95.45,22
_U004,2024-10-20,95.45,22
_U004,2024-10-21,95.45,22
_U004,2024-10-21,95.45,22
_U004,2024-10-21,95.45,22
_U004,2024-10-21,95.45,22
_U004,2024-10-22,100.0,22
_U004,2024-10-22,100.0,22
_U004,2024-10-22,100.0,22
_U004,2024-10-22,100.0,22
_U004,2024-10-23,100.0,22
_U004,2024-10-23,100.0,22
_U004,2024-10-23,100.0,22
_U004,2024-10-23,100.0,22
_U004,2024-10-24,100.0,22
_U004,2024-10-24,100.0,22
_U004,2024-10-24,100.0,22
_U004,2024-10-24,100.0,22
_U004,2024-10-25,100.0,22
_U004,2024-10-25,100.0,22
_U004,2024-10-25,100.0,22
_U004,2024-10-25,100.0,22
_U004,2024-10-26,100.0,22
_U004,2024-10-26,100.0,22
_U004,2024-10-26,100.0,22
_U004,2024-10-26,100.0,22
_U004,2024-10-27,100.0,22
_U004,2024-10-27,100.0,22
_U004,2024-10-27,100.0,22
_U004,2024-10-27,100.0,22
_U004,2024-10-28,100.0,22
_U004,2024-10-28,100.0,22
_U004,2024-10-28,100.0,22
_U004,2024-10-28,100.0,22
_U005,2024-08-01,0.0,15
_U005,2024-08-01,0.0,15
_U005,2024-08-01,0.0,15
_U005,2024-08-01,0.0,15
_U005,2024-08-02,0.0,15
_U005,2024-08-02,0.0,15
_U005,2024-08-02,0.0,15
_U005,2024-08-02,0.0,15
_U005,2024-08-03,0.0,15
_U005,2024-08-03,0.0,15
_U005,2024-08-03,0.0,15
_U005,2024-08-03,0.0,15
_U005,2024-08-04,0.0,15
_U005,2024-08-04,0.0,15
_U005,2024-08-04,0.0,15
_U005,2024-08-04,0.0,15
_U005,2024-08-05,0.0,15
_U005,2024-08-05,0.0,15
_U005,2024-08-05,0.0,15
_U005,2024-08-05,0.0,15
_U005,2024-08-06,0.0,15
_U005,2024-08-06,0.0,15
_U005,2024-08-06,0.0,15
_U005,2024-08-06,0.0,15
_U005,2024-08-07,0.0,15
_U005,2024-08-07,0.0,15
_U005,2024-08-07,0.0,15
_U005,2024-08-07,0.0,15
_U005,2024-08-08,0.0,15
_U005,2024-08-08,0.0,15
_U005,2024-08-08,0.0,15
_U005,2024-08-08,0.0,15
_U005,2024-08-09,0.0,15
_U005,2024-08-09,0.0,15
_U005,2024-08-09,0.0,15
_U005,2024-08-09,0.0,15
_U005,2024-08-10,0.0,15
_U005,2024-08-10,0.0,15
_U005,2024-08-10,0.0,15
_U005,2024-08-10,0.0,15
_U005,2024-08-11,0.0,15
_U005,2024-08-11,0.0,15
_U005,2024-08-11,0.0,15
_U005,2024-08-11,0.0,15
_U005,2024-08-12,0.0,15
_U005,2024-08-12,0.0,15
_U005,2024-08-12,0.0,15
_U005,2024-08-12,0.0,15
_U005,2024-08-13,0.0,15
_U005,2024-08-13,0.0,15
_U005,2024-08-13,0.0,15
_U005,2024-08-13,0.0,15
_U005,2024-08-14,0.0,15
_U005,2024-08-14,0.0,15
_U005,2024-08-14,0.0,15
_U005,2024-08-14,0.0,15
_U005,2024-08-15,0.0,15
_U005,2024-08-15,0.0,15
_U005,2024-08-15,0.0,15
_U005,2024-08-15,0.0,15
_U005,2024-08-16,0.0,15
_U005,2024-08-16,0.0,15
_U005,2024-08-16,0.0,15
_U005,2024-08-16,0.0,15
_U005,2024-08-17,0.0,15
_U005,2024-08-17,0.0,15
_U005,2024-08-17,0.0,15
_U005,2024-08-17,0.0,15
_U005,2024-08-18,0.0,15
_U005,2024-08-18,0.0,15
_U005,2024-08-18,0.0,15
_U005,2024-08-18,0.0,15
_U005,2024-08-19,0.0,15
_U005,2024-08-19,0.0,15
_U005,2024-08-19,0.0,15
_U005,2024-08-19,0.0,15
_U005,2024-08-20,0.0,15
_U005,2024-08-20,0.0,15
_U005,2024-08-20,0.0,15
_U005,2024-08-20,0.0,15
_U005,2024-08-21,0.0,15
_U005,2024-08-21,0.0,15
_U005,2024-08-21,0.0,15
_U005,2024-08-21,0.0,15
_U005,2024-08-22,0.0,15
_U005,2024-08-22,0.0,15
_U005,2024-08-22,0.0,15
_U005,2024-08-22,6.67,15
_U005,2024-08-23,6.67,15
_U005,2024-08-23,6.67,15
_U005,2024-08-23,6.67,15
_U005,2024-08-23,6.67,15
_U005,2024-08-24,6.67,15
_U005,2024-08-24,6.67,15
_U005,2024-08-24,6.67,15
_U005,2024-08-24,6.67,15
_U005,2024-08-25,6.67,15
_U005,2024-08-25,6.67,15
_U005,2024-08-25,6.67,15
_U005,2024-08-25,6.67,15
_U005,2024-08-26,6.67,15
_U005,2024-08-26,6.67,15
_U005,2024-08-26,6.67,15
_U005,2024-08-26,6.67,15
_U005,2024-08-27,6.67,15
_U005,2024-08-27,6.67,15
_U005,2024-08-27,6.67,15
_U005,2024-08-27,6.67,15
_U005,2024-08-28,6.67,15
_U005,2024-08-28,6.67,15
_U005,2024-08-28,6.67,15
_U005,2024-08-28,6.67,15
_U005,2024-08-29,6.67,15
_U005,2024-08-29,6.67,15
_U005,2024-08-29,6.67,15
_U005,2024-08-29,6.67,15
_U005,2024-08-30,6.67,15
_U005,2024-08-30,6.67,15
_U005,2024-08-30,6.67,15
_U005,2024-08-30,6.67,15
_U005,2024-08-31,6.67,15
_U005,2024-08-31,6.67,15
_U005,2024-08-31,6.67,15
_U005,2024-08-31,6.67,15
_U005,2024-09-01,6.67,15
_U005,2024-09-01,6.67,15
_U005,2024-09-01,6.67,15
_U005,2024-09-01,6.67,15
_U005,2024-09-02,6.67,15
_U005,2024-09-02,6.67,15
_U005,2024-09-02,6.67,15
_U005,2024-09-02,6.67,15
_U005,2024-09-03,6.67,15
_U005,2024-09-03,6.67,15
_U005,2024-09-03,6.67,15
_U005,2024-09-03,13.33,15
_U005,2024-09-04,13.33,15
_U005,2024-09-04,13.33,15
_U005,2024-09-04,13.33,15
_U005,2024-09-04,13.33,15
_U005,2024-09-05,13.33,15
_U005,2024-09-05,13.33,15
_U005,2024-09-05,13.33,15
_U005,2024-09-05,20.0,15
_U005,2024-09-06,20.0,15
_U005,2024-09-06,20.0,15
_U005,2024-09-06,20.0,15
_U005,2024-09-06,20.0,15
_U005,2024-09-07,20.0,15
_U005,2024-09-07,20.0,15
_U005,2024-09-07,20.0,15
_U005,2024-09-07,26.67,15
_U005,2024-09-08,26.67,15
_U005,2024-09-08,26.67,15
_U005,2024-09-08,26.67,15
_U005,2024-09-08,26.67,15
_U005,2024-09-09,26.67,15
_U005,2024-09-09,26.67,15
_U005,2024-09-09,26.67,15
_U005,2024-09-09,26.67,15
_U005,2024-09-10,26.67,15
_U005,2024-09-10,26.67,15
_U005,2024-09-10,26.67,15
_U005,2024-09-10,26.67,15
_U005,2024-09-11,26.67,15
_U005,2024-09-11,26.67,15
_U005,2024-09-11,26.67,15
_U005,2024-09-11,26.67,15
_U005,2024-09-12,26.67,15
_U005,2024-09-12,26.67,15
_U005,2024-09-12,26.67,15
_U005,2024-09-12,26.67,15
_U005,2024-09-13,26.67,15
_U005,2024-09-13,26.67,15
_U005,2024-09-13,26.67,15
_U005,2024-09-13,26.67,15
_U005,2024-09-14,26.67,15
_U005,2024-09-14,26.67,15
_U005,2024-09-14,26.67,15
_U005,2024-09-14,33.33,15
_U005,2024-09-15,33.33,15
_U005,2024-09-15,33.33,15
_U005,2024-09-15,33.33,15
_U005,2024-09-15,40.0,15
_U005,2024-09-16,40.0,15
_U005,2024-09-16,40.0,15
_U005,2024-09-16,40.0,15
_U005,2024-09-16,40.0,15
_U005,2024-09-17,40.0,15
_U005,2024-09-17,40.0,15
_U005,2024-09-17,40.0,15
