target,program_code,ra,dec,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_inter,tau_intra,weather_band_1,weather_band_2,weather_band_3,unique_id,jmag,gmag,teff,pmra,pmdec,epoch,gaia_id,minimum_elevation,minimum_moon_separation,exp_meter_threshold,inactive,splan_weight
Star0156,Program6,288.95334,10.82256,7200,1,1,1,1,0,0,True,True,True,Star0156,10.0,10.0,5800,0.0,0.0,2000.0,412210,33.0,33.0,1.6,False,2
Star0157,Program6,35.98008,55.2226,7200,1,1,1,1,0,0,True,True,True,Star0157,10.0,10.0,5800,0.0,0.0,2000.0,302157,33.0,33.0,1.6,False,2
Star0158,Program6,299.34299,73.49888,7200,1,1,1,1,0,0,True,True,True,Star0158,10.0,10.0,5800,0.0,0.0,2000.0,132971,33.0,33.0,1.6,False,2
Star0159,Program6,134.89039,7.18384,7200,1,1,1,1,0,0,True,True,True,Star0159,10.0,10.0,5800,0.0,0.0,2000.0,995530,33.0,33.0,1.6,False,2
Star0160,Program6,154.53036,-2.13746,7200,1,1,1,1,0,0,True,True,True,Star0160,10.0,10.0,5800,0.0,0.0,2000.0,522297,33.0,33.0,1.6,False,2
Star0161,Program6,63.09423,38.1865,7200,1,1,1,1,0,0,True,True,True,Star0161,10.0,10.0,5800,0.0,0.0,2000.0,635778,33.0,33.0,1.6,False,2
Star0162,Program6,168.97686,44.78631,7200,1,1,1,1,0,0,True,True,True,Star0162,10.0,10.0,5800,0.0,0.0,2000.0,109810,33.0,33.0,1.6,False,2
Star0163,Program6,155.66987,-12.12892,7200,1,1,1,1,0,0,True,True,True,Star0163,10.0,10.0,5800,0.0,0.0,2000.0,184943,33.0,33.0,1.6,False,2
Star0164,Program6,56.51514,-17.10125,7200,1,1,1,1,0,0,True,True,True,Star0164,10.0,10.0,5800,0.0,0.0,2000.0,52471,33.0,33.0,1.6,False,2
Star0165,Program6,113.23127,70.50092,7200,1,1,1,1,0,0,True,True,True,Star0165,10.0,10.0,5800,0.0,0.0,2000.0,538754,33.0,33.0,1.6,False,2
Star0166,Program6,93.62868,-7.23218,7200,1,1,1,1,0,0,True,True,True,Star0166,10.0,10.0,5800,0.0,0.0,2000.0,707004,33.0,33.0,1.6,False,2
Star0167,Program6,143.22971,16.57269,7200,1,1,1,1,0,0,True,True,True,Star0167,10.0,10.0,5800,0.0,0.0,2000.0,728730,33.0,33.0,1.6,False,2
Star0168,Program6,77.70624,17.38926,7200,1,1,1,1,0,0,True,True,True,Star0168,10.0,10.0,5800,0.0,0.0,2000.0,50533,33.0,33.0,1.6,False,2
Star0169,Program6,10.3095,61.78447,7200,1,1,1,1,0,0,True,True,True,Star0169,10.0,10.0,5800,0.0,0.0,2000.0,57554,33.0,33.0,1.6,False,2
Star0170,Program6,74.78286,50.87544,7200,1,1,1,1,0,0,True,True,True,Star0170,10.0,10.0,5800,0.0,0.0,2000.0,921827,33.0,33.0,1.6,False,2
Star0171,Program6,81.39762,2.04908,7200,1,1,1,1,0,0,True,True,True,Star0171,10.0,10.0,5800,0.0,0.0,2000.0,307685,33.0,33.0,1.6,False,2
Star0172,Program6,29.38725,-1.51188,7200,1,1,1,1,0,0,True,True,True,Star0172,10.0,10.0,5800,0.0,0.0,2000.0,890790,33.0,33.0,1.6,False,2
Star0173,Program6,138.04517,40.95955,7200,1,1,1,1,0,0,True,True,True,Star0173,10.0,10.0,5800,0.0,0.0,2000.0,146703,33.0,33.0,1.6,False,3
Star0174,Program6,83.50266,-12.09993,7200,1,1,1,1,0,0,True,True,True,Star0174,10.0,10.0,5800,0.0,0.0,2000.0,843350,33.0,33.0,1.6,False,3
Star0175,Program6,6.59968,42.27659,7200,1,1,1,1,0,0,True,True,True,Star0175,10.0,10.0,5800,0.0,0.0,2000.0,981135,33.0,33.0,1.6,False,3
Star0176,Program6,303.25298,12.56202,7200,1,1,1,1,0,0,True,True,True,Star0176,10.0,10.0,5800,0.0,0.0,2000.0,466796,33.0,33.0,1.6,False,3
Star0177,Program6,160.88603,30.27445,7200,1,1,1,1,0,0,True,True,True,Star0177,10.0,10.0,5800,0.0,0.0,2000.0,307814,33.0,33.0,1.6,False,3
Star0178,Program6,124.6968,31.32279,7200,1,1,1,1,0,0,True,True,True,Star0178,10.0,10.0,5800,0.0,0.0,2000.0,321607,33.0,33.0,1.6,False,3
Star0179,Program6,113.67202,31.01848,7200,1,1,1,1,0,0,True,True,True,Star0179,10.0,10.0,5800,0.0,0.0,2000.0,147077,33.0,33.0,1.6,False,3
Star0180,Program6,69.96181,1.1883,7200,1,1,1,1,0,0,True,True,True,Star0180,10.0,10.0,5800,0.0,0.0,2000.0,777692,33.0,33.0,1.6,False,3
Star0181,Program6,341.95348,13.96433,7200,1,1,1,1,0,0,True,True,True,Star0181,10.0,10.0,5800,0.0,0.0,2000.0,908066,33.0,33.0,1.6,False,3
Star0182,Program6,56.56922,64.4795,7200,1,1,1,1,0,0,True,True,True,Star0182,10.0,10.0,5800,0.0,0.0,2000.0,268176,33.0,33.0,1.6,False,3
Star0183,Program6,272.91976,-7.5784,7200,1,1,1,1,0,0,True,True,True,Star0183,10.0,10.0,5800,0.0,0.0,2000.0,467243,33.0,33.0,1.6,False,3
Star0184,Program6,148.20305,24.48156,7200,1,1,1,1,0,0,True,True,True,Star0184,10.0,10.0,5800,0.0,0.0,2000.0,879477,33.0,33.0,1.6,False,3
Star0185,Program6,102.38979,11.67378,7200,1,1,1,1,0,0,True,True,True,Star0185,10.0,10.0,5800,0.0,0.0,2000.0,203172,33.0,33.0,1.6,False,3
Star0186,Program6,276.30674,-3.40506,7200,1,1,1,1,0,0,True,True,True,Star0186,10.0,10.0,5800,0.0,0.0,2000.0,881810,33.0,33.0,1.6,False,3
Star0187,Program6,122.74647,34.48517,7200,1,1,1,1,0,0,True,True,True,Star0187,10.0,10.0,5800,0.0,0.0,2000.0,977265,33.0,33.0,1.6,False,3
Star0188,Program6,9.12427,-18.55017,7200,1,1,1,1,0,0,True,True,True,Star0188,10.0,10.0,5800,0.0,0.0,2000.0,470387,33.0,33.0,1.6,False,3
Star0189,Program6,28.50887,56.93172,7200,1,1,1,1,0,0,True,True,True,Star0189,10.0,10.0,5800,0.0,0.0,2000.0,541549,33.0,33.0,1.6,False,3
Star0190,Program6,336.31488,37.02219,7200,1,1,1,1,0,0,True,True,True,Star0190,10.0,10.0,5800,0.0,0.0,2000.0,417193,33.0,33.0,1.6,False,3
Star0191,Program6,283.31355,-2.02542,7200,1,1,1,1,0,0,True,True,True,Star0191,10.0,10.0,5800,0.0,0.0,2000.0,452798,33.0,33.0,1.6,False,3
Star0192,Program6,101.00106,19.2642,7200,1,1,1,1,0,0,True,True,True,Star0192,10.0,10.0,5800,0.0,0.0,2000.0,145010,33.0,33.0,1.6,False,3
Star0193,Program6,80.43515,-4.54925,7200,1,1,1,1,0,0,True,True,True,Star0193,10.0,10.0,5800,0.0,0.0,2000.0,232118,33.0,33.0,1.6,False,3
Star0194,Program6,55.28054,-18.52564,7200,1,1,1,1,0,0,True,True,True,Star0194,10.0,10.0,5800,0.0,0.0,2000.0,333538,33.0,33.0,1.6,False,3
Star0195,Program6,304.70858,-15.63335,7200,1,1,1,1,0,0,True,True,True,Star0195,10.0,10.0,5800,0.0,0.0,2000.0,545043,33.0,33.0,1.6,False,3
Star0196,Program6,122.43067,0.11508,7200,1,1,1,1,0,0,True,True,True,Star0196,10.0,10.0,5800,0.0,0.0,2000.0,87132,33.0,33.0,1.6,False,3
Star0197,Program6,345.98296,9.81782,7200,1,1,1,1,0,0,True,True,True,Star0197,10.0,10.0,5800,0.0,0.0,2000.0,603989,33.0,33.0,1.6,False,3
Star0198,Program6,8.5901,58.50711,7200,1,1,1,1,0,0,True,True,True,Star0198,10.0,10.0,5800,0.0,0.0,2000.0,877832,33.0,33.0,1.6,False,3
Star0199,Program6,151.19262,73.51196,7200,1,1,1,1,0,0,True,True,True,Star0199,10.0,10.0,5800,0.0,0.0,2000.0,29123,33.0,33.0,1.6,False,3
