instrument,utctime,id,star_id,observation_id,isjunk,id,exposure_time,sky_fiber_obj,cal_fiber_obj,sci_fiber_obj,observation_id,agitator_status,cal_source,cameras_triggered,elapsed_time_green,elapsed_time_red,frame_number,green_active,hk_active,lfc_mode,observation_mode,observation_type,open_shutters,red_active,sci_fw_pos,shutters_triggered,simul_fw_pos,source_shutters,exp_active,green_acf,program,red_acf,bias_file,dark_file,flat_file,wls_file,flat_fiber_aperture,flat_fiber_lamp,object,drphash,drptag,gdrxrms,gdryrms,moonsep,snrcl452,snrcl548,snrcl747,snrsc452,snrsc548,snrsc747,sunalt,wls_file2,datapr2d,isgood,monotwls,totcorr,kpfera
kpf,2025-06-23 10:08:18.174000+00:00,4770601,201092,KP.20250623.36468.16,False,498111,60.0,Sky,EtalonFiber,Target,4770601,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.021,60.021,412967,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,201092,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,9.05,9.29,75.07,83.888,181.364,334.828,143.838,338.204,556.157,-46.6,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.9599e+07 8.2342e+07 1.0057e+08 8.8215e+07,3.0
kpf,2025-06-23 10:06:29.558000+00:00,4770600,201092,KP.20250623.36359.53,False,498110,60.0,Sky,EtalonFiber,Target,4770600,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.058,60.058,412966,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,201092,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,12.0,11.28,75.07,83.814,181.433,335.287,136.195,321.978,533.101,-46.5,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.6808e+07 7.5249e+07 9.2758e+07 8.2035e+07,3.0
kpf,2025-06-23 10:00:27.169000+00:00,4770599,191939,KP.20250623.35817.16,False,498109,420.0,Sky,EtalonFiber,Target,4770599,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",420.014,420.014,412965,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 2.0,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,191939,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,537.33,983.42,93.07,74.837,168.95,258.814,89.777,163.639,201.975,-46.4,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.033e+07 1.656e+07 1.5568e+07 1.1062e+07,3.0
kpf,2025-06-23 09:46:18.586000+00:00,4770597,TOI-2274,KP.20250623.34878.58,False,498107,600.0,Sky,EtalonFiber,Target,4770597,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",600.013,600.013,412963,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TOI-2274,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,20.9,25.71,64.16,29.876,68.604,117.598,37.124,88.342,149.912,-45.8,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.645e+06 5.9321e+06 7.2138e+06 6.4208e+06,3.0
kpf,2025-06-23 09:30:45.213000+00:00,4770595,KIC7680114,KP.20250623.33948.21,False,498105,594.0,Sky,EtalonFiber,Target,4770595,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",594.015,594.015,412961,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KIC7680114,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,16.61,19.11,69.02,46.081,105.511,230.718,96.796,174.29,201.784,-44.8,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.1805e+07 1.8105e+07 1.5949e+07 1.0644e+07,3.0
kpf,2025-06-23 09:12:13.077000+00:00,4770593,KEPLER-106,KP.20250623.32533.04,False,498103,1200.0,Sky,EtalonFiber,Target,4770593,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1200.074,1200.074,412959,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 4.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,Kepler-106,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,99.33,86.45,72.79,34.336,87.124,168.93,33.269,57.449,69.422,-43.3,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.1974e+06 2.3899e+06 2.1003e+06 1.3589e+06,3.0
kpf,2025-06-23 08:45:44.913000+00:00,4770592,KEPLER-48,KP.20250623.30644.91,False,498102,1800.0,Sky,EtalonFiber,Target,4770592,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1800.014,1800.014,412958,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 4.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KEPLER-48,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,99.46,86.17,69.2,42.132,106.617,207.456,32.403,59.151,76.202,-40.5,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.5274e+06 3.1351e+06 2.8209e+06 1.8506e+06,3.0
kpf,2025-06-23 08:23:02.463000+00:00,4770591,KIC7296438,KP.20250623.29880.45,False,498101,604.0,Sky,EtalonFiber,Target,4770591,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",604.016,604.016,412957,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KIC7296438,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,15.65,15.36,69.92,46.71,106.464,232.91,71.857,128.817,153.296,-37.6,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,6.7627e+06 1.0255e+07 9.1888e+06 6.2614e+06,3.0
kpf,2025-06-23 08:23:02.463000+00:00,4770590,KIC7296438,KP.20250623.29880.45-1,False,498100,604.0,Sky,EtalonFiber,Target,4770590,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",604.016,604.016,412957,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KIC7296438,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,,,69.92,46.71,106.464,232.91,71.857,128.817,153.296,-37.6,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,6.7627e+06 1.0255e+07 9.1888e+06 6.2614e+06,3.0
kpf,2025-06-23 08:02:03.634000+00:00,4770588,KIC6521045,KP.20250623.28155.63,False,498098,1536.0,Sky,EtalonFiber,Target,4770588,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1536.018,1536.018,412955,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.5,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KIC6521045,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,67.95,60.12,67.88,66.005,153.305,274.215,66.602,119.62,143.5,-34.6,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,6.533e+06 8.9538e+06 8.0736e+06 5.4525e+06,3.0
kpf,2025-06-23 07:43:44.697000+00:00,4770587,KIC3544595,KP.20250623.27565.19,False,498097,519.0,Sky,EtalonFiber,Target,4770587,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",519.016,519.016,412954,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 2.0,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KIC3544595,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,33.15,28.46,64.77,9.261,18.408,29.681,58.542,106.487,130.899,-31.7,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,4.6844e+06 7.0195e+06 6.487e+06 4.5779e+06,3.0
kpf,2025-06-23 07:34:39.497000+00:00,4770586,KIC3735871,KP.20250623.27067.45,False,498096,424.0,Sky,EtalonFiber,Target,4770586,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",424.085,424.085,412953,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 2.0,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,KIC3735871,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,20.88,20.96,64.09,8.728,16.515,26.771,61.264,107.773,127.119,-30.2,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,4.8529e+06 6.8945e+06 6.1236e+06 4.1892e+06,3.0
kpf,2025-06-23 07:24:57.557000+00:00,4770585,TYC-4209-1322-1,KP.20250623.26447.55,False,498095,500.0,Sky,EtalonFiber,Target,4770585,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",500.015,500.015,412952,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TYC-4209-1322-1,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,69.9,61.79,87.99,27.518,62.385,105.995,31.582,52.735,62.458,-28.5,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,1.733e+06 1.9733e+06 1.6925e+06 1.1236e+06,3.0
kpf,2025-06-23 07:14:30.762000+00:00,4770584,TOI-1346,KP.20250623.25770.75,False,498094,600.0,Sky,EtalonFiber,Target,4770584,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",600.017,600.017,412951,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,N120,regular-read-red.acf,kpf_20250623_master_bias_autocal-bias.fits,kpf_20250623_master_dark_autocal-dark.fits,kpf_20250623_master_flat.fits,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,Blank,Off,TOI-1346,016ab3fc841b7e1bbef611711775f8601c046774,v2.10.3,72.24,63.0,92.9,30.14,68.402,116.188,33.251,61.741,82.353,-26.7,/masters/20250623/kpf_20250623_master_WLS_autocal-lfc-all-eve_L1.fits,True,False,True,2.3067e+06 3.0274e+06 2.8243e+06 2.0428e+06,3.0
kpf,2025-06-22 15:18:11.839000+00:00,4765673,201091,KP.20250622.55061.83,False,497767,60.0,Sky,EtalonFiber,Target,4765673,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.02,60.02,412624,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 0.1,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,201091,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,12.43,11.19,75.5,22.973,61.078,45.124,265.674,569.541,846.697,-6.3,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,8.9463e+07 2.2087e+08 2.4718e+08 2.0229e+08,3.0
kpf,2025-06-22 15:16:23.203000+00:00,4765672,201091,KP.20250622.54953.19,False,497766,60.0,Sky,EtalonFiber,Target,4765672,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.022,60.022,412623,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 0.1,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,201091,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,15.71,14.02,75.5,23.909,60.963,44.719,186.767,408.619,623.278,-6.7,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,4.5914e+07 1.1665e+08 1.3374e+08 1.1215e+08,3.0
kpf,2025-06-22 15:14:34.530000+00:00,4765671,201091,KP.20250622.54844.52,False,497765,60.0,Sky,EtalonFiber,Target,4765671,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.017,60.017,412622,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 0.1,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,201091,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,13.2,11.24,75.5,23.466,61.091,45.021,222.919,483.977,729.192,-7.1,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,6.4298e+07 1.6155e+08 1.8305e+08 1.5122e+08,3.0
kpf,2025-06-22 15:12:23.806000+00:00,4765670,201092,KP.20250622.54713.80,False,497764,60.0,Sky,EtalonFiber,Target,4765670,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.022,60.022,412621,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,201092,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,15.56,13.65,75.5,84.451,178.443,318.955,114.544,277.097,478.379,-7.5,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,1.9591e+07 5.7634e+07 7.3471e+07 6.8125e+07,3.0
kpf,2025-06-22 15:10:35.379000+00:00,4765669,201092,KP.20250622.54605.34,False,497763,60.0,Sky,EtalonFiber,Target,4765669,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.076,60.076,412620,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,201092,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,14.95,12.12,75.5,84.448,177.923,320.0,135.098,324.623,555.041,-7.9,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,2.7107e+07 7.873e+07 9.9576e+07 9.1427e+07,3.0
kpf,2025-06-22 15:08:46.721000+00:00,4765668,201092,KP.20250622.54496.69,False,497762,60.0,Sky,EtalonFiber,Target,4765668,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",60.06,60.06,412619,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,201092,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,13.77,12.37,75.5,84.329,178.143,319.787,139.536,335.439,570.529,-8.2,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,2.8766e+07 8.3501e+07 1.0539e+08 9.6265e+07,3.0
kpf,2025-06-22 15:01:47.285000+00:00,4765667,TOI-1432,KP.20250622.53807.28,False,497761,600.0,Sky,EtalonFiber,Target,4765667,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",600.016,600.016,412618,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.1,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,TOI-1432,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,12.98,10.49,81.25,47.111,105.433,225.166,103.491,189.964,232.411,-9.7,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,1.3075e+07 2.1491e+07 1.9928e+07 1.4149e+07,3.0
kpf,2025-06-22 14:44:59.908000+00:00,4765666,KEPLER-106,KP.20250622.52499.90,False,497760,1200.0,Sky,EtalonFiber,Target,4765666,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1200.018,1200.018,412617,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 4.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,Kepler-106,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,61.41,49.58,73.06,35.781,86.228,162.968,35.605,62.672,77.116,-13.1,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,2.8192e+06 3.5349e+06 2.9355e+06 1.9858e+06,3.0
kpf,2025-06-22 14:16:15.482000+00:00,4765664,KEPLER-48,KP.20250622.50475.47,False,497758,1800.0,Sky,EtalonFiber,Target,4765664,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",1800.015,1800.015,412615,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 4.0,"Scrambler,SimulCal,Ca_HK",OD 0.3,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,KEPLER-48,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,61.19,47.39,69.48,43.755,105.335,198.827,38.807,72.712,94.801,-18.8,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,2.9355e+06 4.1234e+06 3.8481e+06 2.6626e+06,3.0
kpf,2025-06-22 13:54:31.567000+00:00,4765662,KIC3544595,KP.20250622.49812.06,False,497756,519.0,Sky,EtalonFiber,Target,4765662,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",519.023,519.023,412614,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 2.0,"Scrambler,SimulCal,Ca_HK",OD 1.0,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,KIC3544595,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,12.54,10.78,64.98,8.822,18.334,29.649,96.124,175.297,213.524,-22.9,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,1.1597e+07 1.8539e+07 1.7189e+07 1.2185e+07,3.0
kpf,2025-06-22 13:46:59.943000+00:00,4765661,153525,KP.20250622.49561.93,False,497755,116.0,Sky,EtalonFiber,Target,4765661,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",116.035,116.035,412613,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 1.3,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,153525,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,19.17,12.43,72.33,79.761,168.163,238.123,54.458,107.955,151.542,-24.3,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,3.7212e+06 7.6199e+06 8.1756e+06 6.4265e+06,3.0
kpf,2025-06-22 13:39:23.837000+00:00,4765660,TOI-2274,KP.20250622.48863.81,False,497754,600.0,Sky,EtalonFiber,Target,4765660,Running,EtalonFiber,"Green,Red,Ca_HK,ExpMeter,Guide",600.058,600.058,412612,True,True,StandbyHigh,SPEC,Object,"Scrambler,SimulCal,Ca_HK",True,OD 3.0,"Scrambler,SimulCal,Ca_HK",OD 0.8,"SciSelect,SkySelect",True,regular-read-green.acf,N056,regular-read-red.acf,kpf_20250622_master_bias_autocal-bias.fits,kpf_20250622_master_dark_autocal-dark.fits,kpf_20250622_master_flat.fits,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,Blank,Off,TOI-2274,68e3f1bac1506b1b0bac07361eda29a49a3da2f9,v2.10.2,14.78,12.42,64.24,30.997,69.022,113.321,30.938,71.396,128.089,-25.7,/masters/20250620/kpf_20250620_master_WLS_autocal-lfc-all-morn_L1.fits,True,False,True,2.012e+06 4.3456e+06 5.3413e+06 4.9739e+06,3.0
