target,program_code,ra,dec,exptime,n_exp,n_intra_max,n_intra_min,n_inter_max,tau_inter,tau_intra,weather_band_1,weather_band_2,weather_band_3,unique_id,jmag,gmag,teff,pmra,pmdec,epoch,gaia_id,minimum_elevation,minimum_moon_separation,exp_meter_threshold,inactive,weight
Star0056,Program1,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0056,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0086,Program2,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0086,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0116,Program3,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0116,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0146,Program4,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0146,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0027,Program0,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0027,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0057,Program1,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0057,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0087,Program2,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0087,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0117,Program3,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0117,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0147,Program4,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0147,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0028,Program0,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0028,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0058,Program1,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0058,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0088,Program2,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0088,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0118,Program3,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0118,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0148,Program4,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0148,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0029,Program0,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0029,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0059,Program1,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0059,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0089,Program2,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0089,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0119,Program3,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0119,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
Star0149,Program4,20.246166596489,72.8113698671835,600,1,1,1,15,1,0,TRUE,TRUE,TRUE,Star0149,10.0,10.0,5800,0.0,0.0,2000.0,931989,33.0,33.0,1.6,FALSE,1
